#START7777
#--------------------------------------------------------------------------------------------------
#  WD1    : 1분 평균 풍향 (degree) : 0-N, 90-E, 180-S, 270-W, 360-무풍 
#  WS1    : 1분 평균 풍속 (m/s) 
#  WDS    : 최대 순간 풍향 (degree) 
#  WSS    : 최대 순간 풍속 (m/s) 
#  WD10   : 10분 평균 풍향 (degree) 
#  WS10   : 10분 평균 풍속 (m/s) 
#  TA     : 1분 평균 기온 (C) 
#  RE     : 강수감지 (0-무강수, 1-강수, 음수인 경우 null값)  
#  RN-15m : 15분 누적 강수량 (mm) 
#  RN-60m : 60분 누적 강수량 (mm) 
#  RN-12H : 12시간 누적 강수량 (mm) 
#  RN-DAY : 일 누적 강수량 (mm) 
#  HM     : 1분 평균 상대습도 (%) 
#  PA     : 1분 평균 현지기압 (hPa) 
#  PS     : 1분 평균 해면기압 (hPa) 
#  TD     : 이슬점온도 (C) 
#  *) -50 이하면 관측이 없거나, 에러처리된 것을 표시 
#--------------------------------------------------------------------------------------------------
# YYMMDDHHMI   STN    WD1    WS1    WDS    WSS   WD10   WS10     TA     RE RN-15m RN-60m RN-12H RN-DAY     HM     PA     PS     TD
#        KST    ID    deg    m/s    deg    m/s    deg    m/s      C      1     mm     mm     mm     mm      %    hPa    hPa     C
202608131200   341  118.1    1.1  123.2    1.6  336.8    2.0   29.0  -99.9    0.0    0.0    0.0    0.0   51.8  999.7 1003.4   18.1
202608131200   342  304.5    2.5  317.9    3.0  293.0    2.2   29.4  -99.9    0.0    0.0    0.0    0.0   61.1  998.2 1003.7   21.1
202608131200   343  345.7    1.0  313.1    1.7  353.6    1.8   28.3  -99.9    0.0    0.0    0.0    0.0   60.2  996.1 1005.6   19.9
202608131200   344  346.0    3.4  359.0    4.0  315.7    2.8   29.2  -99.9    0.0    0.0    0.0    0.0   62.5  991.2 1004.1   21.3
202608131200   345  315.6    2.3  317.4    2.8  349.4    1.1   27.5  -99.9    0.0    0.0    0.0    0.0   63.5  990.6 1002.8   20.0
202608131200   346   34.5    4.8   21.7    6.1   31.9    3.9   23.8  -99.9    0.0    0.0    8.0    8.0   92.3  997.8 1003.8   22.5
202608131200   347  314.8    0.8  331.4    1.5  327.5    1.4   25.5  -99.9    0.0    0.0    0.0    0.0   70.7  987.4 1004.5   19.8
202608131200   348  202.9    3.2  228.3    4.9  188.7    3.2   23.4  -99.9    0.0    0.0    2.5    2.5   93.4 1004.4 1005.1   22.3
202608131200   349  319.7    1.3  327.4    1.6    2.2    1.8   25.0  -99.9    0.0    0.0    0.0    0.0   74.1  972.1 1002.8   20.1
202608131200   350   56.4    3.1   33.8    3.7   61.3    3.1   20.4  -99.9    0.0    0.5   11.0   11.0   86.9  938.2 1005.9   18.1
202608131200   351  122.0    2.2  -99.2  -99.2  -99.9  -99.9   29.8  -99.9    0.0    0.0    0.0    0.0  -99.7  -99.7  -99.9  -99.9
202608131200   352    4.0  -99.6  -99.2  -99.2  -99.9  -99.9   29.4  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   355   20.7    2.1   20.3    5.5   73.8    2.1   30.5  -99.9    0.0    0.0    0.0    0.0   55.0  500.0  -99.9   20.5
202608131200   356   33.3    0.0   27.0    5.2   11.3    1.9   30.5  -99.9    0.0    0.0    0.0    0.0   50.7  500.3  -99.9   19.1
202608131200   358   91.0    3.6   97.7    4.5   38.7    1.7   30.2  -99.9    0.0    0.0    0.0    0.0   59.6  500.1  -99.9   21.5
202608131200   359  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9
202608131200   360  281.9    2.0  258.3    5.4  273.3    1.7   28.9  -99.9    0.0    0.0    0.0    0.0   56.8  500.0  -99.9   19.5
202608131200   361   24.2    2.2   46.0    8.2   25.6    2.5   27.6  -99.9    0.0    0.0    0.0    0.0   66.4  500.0  -99.9   20.8
202608131200   363    0.1    1.9  351.9    2.5   14.3    1.7   26.9  -99.9    0.0    0.0    0.0    0.0   64.8  985.7 1001.3   19.7
202608131200   364  321.6    2.8  332.9    6.3  332.6    2.5   29.3  -99.9    0.0    0.0    0.0    0.0   53.3  500.0  -99.9   18.8
202608131200   365  219.4  -99.2  219.4  -99.2  -99.9  -99.9   29.4  -99.9    0.0    0.0    0.0    0.0   51.8  -99.7  -99.9   18.5
202608131200   366    0.0    0.0   57.9    4.3  154.1    0.5   29.5  -99.9    0.0    0.0    0.0    0.0   64.3  500.0  -99.9   22.1
202608131200   367   36.1    2.0   50.8    7.0   59.7    2.5   30.5  -99.9    0.0    0.0    0.0    0.0   54.1  500.0  -99.9   20.2
202608131200   368  -99.9  -99.9  -99.2  -99.2  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9
202608131200   369  108.6    1.4   77.3    5.3   86.9    1.6   29.9  -99.9    0.0    0.0    0.0    0.0   55.6  500.0  -99.9   20.1
202608131200   370   83.6    1.7   69.2    3.8   64.0    1.0   27.9  -99.9    0.0    0.0    0.0    0.0   65.7  500.0  -99.9   20.9
202608131200   371   88.5    2.5    2.8    6.3   50.8    2.0   29.8  -99.9    0.0    0.0    0.0    0.0   60.1  500.0  -99.9   21.2
202608131200   372    5.0    3.6    0.0    4.7    3.9    1.9   30.5  -99.9    0.0    0.0    0.0    0.0   57.9  -99.7  -99.9   21.3
202608131200   373  142.0    1.6  131.0    1.8  111.5    0.8   31.5  -99.9    0.0    0.0    0.0    0.0   45.4  -99.7  -99.9   18.3
202608131200   374   90.3    2.0   62.9    5.8   66.1    2.0   29.8  -99.9    0.0    0.0    0.0    0.0   57.4  500.0  -99.9   20.5
202608131200   375   30.0    1.6   14.0    2.0   25.3    2.1   29.5  -99.9    0.0    0.0    0.0    0.0   56.8  -99.7  -99.9   20.0
202608131200   376  106.2    2.1   89.0    2.9   81.9    2.4   30.2  -99.9    0.0    0.0    0.0    0.0   50.2  996.6 1004.2   18.7
202608131200   377   48.3    2.4   91.2    3.3   84.7    1.6   31.1  -99.9    0.0    0.0    0.0    0.0   49.7 1000.9 1004.0   19.4
202608131200   378  278.0    0.7   90.0    1.7  340.1    1.2   29.2  -99.9    0.0    0.0    0.0    0.0   55.4  996.0 1003.9   19.4
202608131200   379   51.5    0.1   56.9    0.3  194.4    0.4   28.8  -99.9    0.0    0.0    0.0    0.0   55.2  970.3 1002.4   18.9
202608131200   400   50.8    1.7  340.2    2.5   25.1    1.5   30.3  -99.9    0.0    0.0    0.0    0.0   58.0 1003.2 1004.6   21.1
202608131200   401  133.9    1.7  106.4    2.3  120.2    1.5   31.0  -99.9    0.0    0.0    0.0    0.0   50.1  999.2 1002.9   19.4
202608131200   402   17.1    3.0  208.7    3.6   35.9    1.6   29.1  -99.9    0.0    0.0    0.0    0.0   55.0  997.4 1003.6   19.2
202608131200   403  358.0    1.1  302.0    2.0  344.6    1.2   30.2  -99.9    0.0    0.0    0.0    0.0   51.7  998.4 1004.4   19.2
202608131200   404   32.0    0.9   82.0    1.7   17.1    2.0   30.5  -99.9    0.0    0.0    0.0    0.0   50.6 1003.6 1004.6   19.1
202608131200   405   37.3    2.4   17.3    3.7   95.7    2.6   31.9  -99.9    0.0    0.0    0.0    0.0   44.1 1001.0 1003.5   18.2
202608131200   406  342.0    1.7  337.0    3.9    0.1    1.3   30.1  -99.9    0.0    0.0    0.0    0.0   53.1  998.5 1004.8   19.5
202608131200   407   38.0    2.9   27.0    3.8   33.6    2.6   30.8  -99.9    0.0    0.0    0.0    0.0   51.3 1002.2 1005.0   19.6
202608131200   408   26.0    3.9   50.0    6.0   45.0    2.5   30.6  -99.9    0.0    0.0    0.0    0.0   49.3  999.0 1005.0   18.8
202608131200   409   35.0    4.2   66.4    5.7   26.2    3.5   29.9  -99.9    0.0    0.0    0.0    0.0   49.8  999.0 1003.4   18.3
202608131200   410  110.3    2.2   70.3    4.8   90.4    2.2   31.6  -99.9    0.0    0.0    0.0    0.0   47.6  999.4 1004.0   19.1
202608131200   411   68.3    2.4   97.2    3.0   63.0    2.5   31.4  -99.9    0.0    0.0    0.0    0.0   44.5  992.2 1003.3   17.9
202608131200   412  189.9    1.3   60.7    3.4   41.4    1.5  -99.2  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.2  -99.9  -99.9
202608131200   413  110.0    2.4  165.0    4.1   58.0    2.0   29.9  -99.9    0.0    0.0    0.0    0.0   55.1 1001.4 1004.7   19.9
202608131200   414  119.0    4.1  115.2    5.6  120.9    3.3   29.4  -99.9    0.0    0.0    0.0    0.0   49.3  989.4 1003.7   17.7
202608131200   415   65.8    1.3   97.5    2.7   51.4    2.4   30.6  -99.9    0.0    0.0    0.0    0.0   48.6 1000.8 1004.3   18.6
202608131200   416  352.6    1.2   10.6    1.8   13.9    1.5   30.7  -99.9    0.0    0.0    0.0    0.0   47.9  996.7 1002.8   18.4
202608131200   417   90.6    3.1   83.9    4.2   81.8    2.5   30.9  -99.9    0.0    0.0    0.0    0.0   45.9  999.4 1004.4   17.9
202608131200   418   97.0    2.7   83.8    4.0   76.1    2.2   30.5  -99.9    0.0    0.0    0.0    0.0   56.8 1003.3 1004.5   21.0
202608131200   419   59.2    3.6   80.8    6.3   71.6    3.2   29.2  -99.9    0.0    0.0    0.0    0.0   55.4  974.7 1004.2   19.4
202608131200   421   75.2    3.6   77.8    4.4   36.7    3.5   29.8  -99.9    0.0    0.0    0.0    0.0   49.5 1000.0 1003.9   18.1
202608131200   423   56.0    1.8   81.0    4.1   71.2    3.0   31.8  -99.9    0.0    0.0    0.0    0.0   46.1  998.4 1004.6   18.8
202608131200   424  279.0    1.5  334.2    3.5  304.6    1.9   30.9  -99.9    0.0    0.0    0.0    0.0   50.3  996.3 1004.1   19.4
202608131200   425  146.6    1.1  122.5    2.1  138.9    1.7   30.9  -99.9    0.0    0.0    0.0    0.0   48.9  991.5 1004.0   18.9
202608131200   426   56.0    2.2   62.9    3.5   19.9    1.6   27.6  -99.9    0.0    0.0    0.0    0.0   61.2  988.3 1004.8   19.5
202608131200   427   49.7    2.8  123.4    4.5   44.7    3.2   29.5  -99.9    0.0    0.0    0.0    0.0   60.7 1003.5 1004.5   21.1
202608131200   428   94.1    2.0  237.8    2.8   44.9    1.8   30.5  -99.9    0.0    0.0    0.0    0.0   58.9 1000.9 1003.5   21.6
202608131200   430  330.3    1.0  335.9    5.2   13.8    0.9   30.3  -99.9    0.0    0.0    0.0    0.0   59.3  500.0  -99.9   21.5
202608131200   431   99.0    0.5  104.3    1.3   63.6    0.2   29.3  -99.9    0.0    0.0    0.0    0.0   52.2  -99.7  -99.9   18.5
202608131200   432   12.2    1.8   40.4    4.3  329.4    1.3   31.0  -99.9  -99.9  -99.9  -99.9  -99.2   55.7  500.0  -99.9   21.1
202608131200   433   17.2    1.4    2.8    2.3   77.4    1.6   30.4  -99.9    0.0    0.0    0.0    0.0   47.1  -99.7  -99.9   17.9
202608131200   434   44.8    1.5   28.2    2.9   58.7    2.4   29.7  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   435   95.3    3.2   87.4    4.5   30.6    2.0   29.2  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   436  343.0    0.0  259.4    0.0   69.1    0.4   28.8  -99.9    0.0    0.0    0.0    0.0   56.6  -99.7  -99.9   19.3
202608131200   437   92.9    3.3   87.4    5.2  107.5    2.4   31.5  -99.9    0.0    0.0    0.0    0.0   44.6  -99.7  -99.9   18.0
202608131200   438   92.1    1.8  104.3    3.8   57.5    1.9   29.9  -99.9    0.0    0.0    0.0    0.0   49.2  -99.7  -99.9   18.1
202608131200   439   72.9    2.9   70.5    3.5   77.8    1.3   31.4  -99.9    0.0    0.0    0.0    0.0   48.8  -99.7  -99.9   19.4
202608131200   440   55.2    4.4  128.3    5.7   95.0    2.7   28.0  -99.9    0.0    0.0    0.0    0.0   65.1  500.0  -99.9   20.8
202608131200   441    0.0    0.0  -99.2  -99.2   28.5    1.1   30.2  -99.9    0.0    0.0    0.0    0.0   56.2  500.0  -99.9   20.5
202608131200   442    3.6    0.8  352.9    2.3  345.4    0.5   30.3  -99.9    0.0    0.0    0.0    0.0   57.9  500.0  -99.9   21.1
202608131200   443   86.6    0.3   84.6    1.2  114.8    0.7   26.5  -99.9    0.0    0.0    0.0    0.0   64.0  -99.7  -99.9   19.1
202608131200   444   24.3    0.1  315.5    4.4   11.0    0.9   29.3  -99.9    0.0    0.0    0.0    0.0   59.8  500.0  -99.9   20.7
202608131200   445  152.1    0.2   35.5    4.4  156.9    0.7   30.2  -99.9    0.0    0.0    0.0    0.0   59.4  500.0  -99.9   21.4
202608131200   446  355.0    0.2   77.6    4.7  107.3    1.2   31.3  -99.9    0.0    0.0    0.0    0.0   58.1  500.0  -99.9   22.1
202608131200   447  274.9    1.2  310.7    4.5  273.2    0.7   28.5  -99.9    0.0    0.0    0.0    0.0   65.8  500.0  -99.9   21.5
202608131200   448  -99.2    3.7  -99.2    4.2  -99.9    1.7   28.0  -99.9    0.0    0.0    0.0    0.0   62.4  500.0  -99.9   20.2
202608131200   449    9.9    1.3   45.1    2.2   13.7    1.6   30.7  -99.9    0.0    0.0    0.0    0.0   55.7  -99.7  -99.9   20.8
202608131200   450   51.6    1.4   31.0    2.1   83.6    1.5   29.5  -99.9    0.0    0.0    0.0    0.0   51.6  -99.7  -99.9   18.5
202608131200   451   27.6    2.0  346.9    3.3  355.5    1.2   29.3  -99.9    0.0    0.0    0.0    0.0   54.3  -99.7  -99.9   19.1
202608131200   452  293.2    1.9  304.6    3.2  282.6    1.5   28.9  -99.9    0.0    0.0    0.0    0.0   55.3  -99.7  -99.9   19.1
202608131200   453  213.9    1.0  352.5    1.4  102.6    1.0   30.0  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   454   73.1    1.8  -99.2  -99.2   12.8    2.2   28.5  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   455   57.7    1.2   42.3    1.9   56.6    1.4   29.0  -99.9    0.0    0.0    0.0    0.0   60.9  -99.7  -99.9   20.7
202608131200   456  355.0    2.1  327.1    3.1  329.9    1.7   29.5  -99.9    0.0    0.0    0.0    0.0   56.6  -99.7  -99.9   20.0
202608131200   457  187.5    2.3  217.1    3.6  241.1    1.6   31.7  -99.9    0.0    0.0    0.0    0.0   54.9  -99.7  -99.9   21.5
202608131200   458  288.8    0.6  220.0    1.3  298.7    0.7   31.5  -99.9    0.0    0.0    0.0    0.0   49.2  -99.7  -99.9   19.6
202608131200   459  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.2  -99.9  -99.9  -99.9
202608131200   460    2.8    0.7   80.8    4.8  347.8    1.2   30.9  -99.9    0.0    0.0    0.0    0.0   55.1  501.0  -99.9   20.9
202608131200   461  242.9    0.5  172.0    0.8   51.9    1.3   29.4  -99.9    0.0    0.0    0.0    0.0   57.7  -99.7  -99.9   20.2
202608131200   462  356.4    2.3    0.0    3.0    8.5    2.1   27.2  -99.9    0.0    0.0    0.0    0.0   62.3  -99.7  -99.9   19.4
202608131200   463  269.9    2.1  265.0    4.2  248.7    1.6   28.7  -99.9    0.0    0.0    0.0    0.0   62.7  500.0  -99.9   20.9
202608131200   464  292.8    0.0  120.5    3.5  289.1    0.4   28.3  -99.9    0.0    0.0    0.0    0.0   67.4  500.0  -99.9   21.7
202608131200   465   26.0    0.1    9.8    4.2  338.7    0.4   29.4  -99.9    0.0    0.0    0.0    0.0   64.4  500.0  -99.9   22.0
202608131200   466   42.5    1.5   49.2    4.1   52.8    2.2   29.6  -99.9    0.0    0.0    0.0    0.0   63.1  500.0  -99.9   21.8
202608131200   467  144.7    0.9  146.6    1.3  122.6    1.0   30.0  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   468  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9
202608131200   469  320.4    0.7  358.1    1.1  330.5    1.1   28.3  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   470  -99.5    0.7  -99.2  -99.2    0.0    1.8   28.4  -99.9    0.0    0.0    0.0    0.0   69.8  500.0  -99.9   22.4
202608131200   471  308.8    2.5  327.1    3.1  318.1    2.3   29.7  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   472   26.5    3.0   33.8    4.0   63.3    0.9   30.1  -99.9    0.0    0.0    0.0    0.0   58.2  -99.7  -99.9   21.0
202608131200   473  156.9    2.1  152.3    3.9  135.5    1.9   29.2  -99.9    0.0    0.0    0.0    0.0   53.6  -99.7  -99.9   18.8
202608131200   474  304.2    2.2  310.2    3.7    0.9    1.4   27.4  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   475  280.9    0.5  327.2    4.0  336.4    0.8   26.9  -99.9    0.0    0.0    0.0    0.0   64.8  500.0  -99.9   19.7
202608131200   476  259.8    0.4  290.5    0.7  349.7    0.4   27.9  -99.9    0.0    0.0    0.0    0.0   61.1  -99.7  -99.9   19.7
202608131200   477  -99.2  -99.2  -99.2  -99.2  -99.9  -99.9  -99.2  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   478  357.7    2.3  349.7    3.1  350.0    1.7   29.9  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   479   55.2    2.0   45.1    3.7   49.6    1.8   28.9  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   480    1.2    1.7    0.0    2.4  351.1    1.9   30.6  -99.9    0.0    0.0    0.0    0.0   53.6  -99.7  -99.9   20.1
202608131200   481   12.6    2.9   33.8    4.6   22.0    2.8   28.7  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   482   83.9    1.1   90.2    1.7   73.6    1.3   30.6  -99.9    0.0    0.0    0.0    0.0   47.9  -99.7  -99.9   18.3
202608131200   483   53.6    3.0   39.5    4.2   69.3    1.9   29.1  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   484  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9  -99.9
202608131200   485  194.6    0.4   67.7    0.9  120.7    0.7   28.9  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   486   50.0    2.6   62.0    3.5   99.3    1.4   30.1  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   487   37.0    3.5   33.8    4.4   51.6    3.2   28.9  -99.9    0.0    0.0    0.0    0.0  -99.2  -99.7  -99.9  -99.9
202608131200   488   51.9    3.7   40.6    5.4   56.7    2.6   31.4  -99.9    0.0    0.0    0.0    0.0   57.9  500.0  -99.9   22.1
202608131200   489   49.0    2.4   39.5    3.3   44.5    2.5   30.4  -99.9    0.0    0.0    0.0    0.0   50.0  -99.7  -99.9   18.8
202608131200   491   53.4    3.0    1.0    5.9   70.8    2.7   29.4  -99.9    0.0    0.0    0.0    0.0   60.7  500.0  -99.9   21.0
202608131200   492   43.9    3.6   53.4    7.6   19.5    3.1   29.2  -99.9    0.0    0.0    0.0    0.0   57.0  500.0  -99.9   19.8
202608131200   493  308.1    0.6  299.2    1.5    3.1    1.7   29.8  -99.9    0.0    0.0    0.0    0.0   56.6 1000.1 1004.0   20.3
202608131200   494  137.1    1.0  153.5    1.5   92.5    1.0   28.7  -99.9    0.0    0.0    0.0    0.0   70.4  992.0 1003.8   22.8
202608131200   495   51.5    3.2   48.5    4.5   54.8    3.1   29.6  -99.9    0.0    0.0    0.0    0.0   65.8 1002.5 1004.0   22.5
202608131200   496    9.6    2.1    8.9    2.8    6.9    1.8   28.4  -99.9    0.0    0.0    0.0    0.0   66.0 1000.4 1003.5   21.4
202608131200   497  321.9    2.4  323.0    3.5  338.6    2.6  -99.2  -99.9  -99.9  -99.9  -99.9  -99.2  -99.2  -99.2  -99.9  -99.9
202608131200   498  181.0    1.5  208.0    2.4  217.5    0.8   17.8  -99.9    0.0    1.5   20.0   20.0  100.0  894.8 1006.5   17.8
202608131200   500   53.3    2.2   74.6    3.0   49.1    2.6   30.1  -99.9    0.0    0.0    0.0    0.0   59.8  999.2 1004.6   21.4
202608131200   501  304.0    1.1  122.0    1.7   18.2    1.5   28.8  -99.9    0.0    0.0    0.0    0.0   63.9 1004.8 1005.7   21.3
202608131200   502   71.6    1.1   61.4    2.8   72.6    1.3   28.4  -99.9    0.0    0.0    0.0    0.0   62.4 1003.5 1005.1   20.5
202608131200   503   25.0    3.1   24.0    3.8   37.6    2.6   28.4  -99.9    0.0    0.0    0.0    0.0   61.4 1003.4 1005.5   20.3
202608131200   504   44.3    3.0   39.1    3.8   53.2    3.1   29.7  -99.9    0.0    0.0    0.0    0.0   55.7  993.0 1004.7   19.9
202608131200   505  125.4    0.4  130.0    1.6  130.2    0.3   28.7  -99.9    0.0    0.0    0.0    0.0   65.2  986.5 1005.5   21.5
202608131200   506   77.9    2.7   74.0    3.5   69.9    2.8   29.8  -99.9    0.0    0.0    0.0    0.0   58.1 1003.6 1005.0   20.7
202608131200   507   83.1    2.3   61.6    3.3   82.4    1.4   28.7  -99.9    0.0    0.0    0.0    0.0   57.4  996.6 1005.1   19.5
202608131200   508   55.1    2.7   41.1    3.7   53.6    2.8   27.4  -99.9    0.0    0.0    0.0    0.0   63.8  988.0 1003.8   19.9
202608131200   509   56.1    2.3   28.0    3.2   31.5    2.8   29.7  -99.9    0.0    0.0    0.0    0.0   49.4  987.1 1002.8   18.0
202608131200   510  100.8    2.1   80.0    2.8   98.0    1.7   32.2  -99.9    0.0    0.0    0.0    0.0   44.0 1001.7 1004.5   18.4
202608131200   511   27.4    1.8   30.5    2.8  353.7    1.9   30.7  -99.9    0.0    0.0    0.0    0.0   54.3 1003.9 1004.7   20.4
202608131200   512  188.8    1.5  120.0    2.2  140.7    2.4   30.9  -99.9    0.0    0.0    0.0    0.0   49.4 1003.5 1004.4   19.1
202608131200   513   33.1    1.8   56.1    2.5   28.1    1.6   26.2  -99.9    0.0    0.0    0.0    0.0   67.4 1001.7 1005.0   19.7
202608131200   514   30.8    3.3   19.1    4.2   46.4    2.4   29.1  -99.9    0.0    0.0    0.0    0.0   53.6 1003.0 1004.1   18.7
202608131200   515   42.6    2.4   42.8    3.0   38.9    3.2   30.5  -99.9    0.0    0.0    0.0    0.0   65.1 1002.3 1003.5   23.2
202608131200   516   86.0    2.2  110.0    2.8  101.1    1.3   29.3  -99.9    0.0    0.0    0.0    0.0   60.7 1001.7 1004.4   20.9
202608131200   517  311.6    3.0  318.2    3.6  289.2    2.8   22.2  -99.9    0.0    0.0    4.5    4.5   94.3 1005.1 1005.8   21.2
202608131200   518   83.0    1.8   96.0    2.5   94.1    2.1   21.6  -99.9    0.0    0.0    1.5    1.5   88.1  953.6 1006.1   19.5
202608131200   519  204.9    1.8  198.5    2.4  227.3    1.1   26.0  -99.9    0.0    0.0    0.0    0.0   67.4  970.9 1004.1   19.5
202608131200   520  224.0    0.9  260.0    1.4  225.2    1.2   22.2  -99.9    0.0    1.5   14.0   14.0   95.5  990.7 1006.2   21.4
202608131200   522   50.5    0.3   53.2    0.5   31.5    0.4   28.1  -99.9    0.0    0.0    0.0    0.0   59.2  981.4 1003.4   19.4
202608131200   523  316.5    5.2  321.3    8.2  310.8    5.0   22.8  -99.9    0.0    0.0   13.5   13.5   89.3 1003.3 1004.3   20.9
202608131200   524   70.3    4.8  148.3    6.2   80.2    4.0   24.6  -99.9    0.0    0.0    3.5    3.5   90.6 1003.2 1003.7   23.0
202608131200   525   23.9    3.0  292.2    4.5  357.3    3.1   25.2  -99.9    0.0    0.0    0.0    0.0   74.1  941.5 1003.8   20.3
202608131200   526  219.0    0.6  239.7    1.0  189.2    0.9   25.9  -99.9    0.0    0.0    0.0    0.0   69.9  969.1 1002.8   20.0
202608131200   527  221.2    2.6  237.4    3.0  217.1    2.3   22.1  -99.9    0.0    0.0    1.5    1.5   91.7  959.4 1003.4   20.7
202608131200   529   40.1    4.2   14.0    5.3   29.7    2.7   26.3  -99.9    0.0    0.5    6.0    6.0   79.7  999.4 1003.5   22.5
202608131200   530    7.6    0.1  167.6    0.5  130.0    0.8   24.4  -99.9    0.5    6.0    9.5    9.5   95.9  -99.7  -99.9   23.7
202608131200   531   41.0    2.2   68.0    3.8   79.7    2.3   28.9  -99.9    0.0    0.0    0.0    0.0   61.9  992.6 1004.8   20.9
202608131200   532   70.0    2.2  106.0    3.2   72.6    1.8   30.1  -99.9    0.0    0.0    0.0    0.0   52.6  995.1 1005.1   19.4
202608131200   533   43.3    1.7   22.5    2.5   28.2    1.2   30.5  -99.9    0.0    0.0    0.0    0.0   56.3  -99.7  -99.9   20.8
202608131200   534  350.0    2.1   14.0    2.6    8.2    2.2   27.7  -99.9    0.0    0.0    0.0    0.0   67.6  994.8 1004.7   21.2
202608131200   535   23.0    1.0   70.0    1.7   49.0    1.1   26.9  -99.9    0.0    0.0    0.0    0.0   67.7  969.3 1004.0   20.4
202608131200   536  148.8    1.4  179.3    1.8  171.1    1.7   27.4  -99.9    0.0    0.0    0.0    0.0   63.2  991.0 1003.8   19.8
202608131200   537  346.0    4.9    8.0    5.8  345.2    4.4   21.3  -99.9    0.5    1.5    5.5    5.5   93.4  950.4 1005.0   20.2
202608131200   538  327.0    2.4  345.0    3.0  327.2    2.1   28.4  -99.9    0.0    0.0    0.0    0.0   63.7  996.1 1005.4   20.9
202608131200   539  305.6    1.7  312.1    2.8  335.5    2.1   28.8  -99.9    0.0    0.0    0.0    0.0   62.3  988.6 1004.8   20.9
202608131200   540   76.6    1.6   18.6    2.5    8.3    1.5   30.1  -99.9    0.0    0.0    0.0    0.0   52.8  997.9 1002.9   19.4
202608131200   541   65.0    4.2   75.0    5.5   44.3    2.4   30.1  -99.9    0.0    0.0    0.0    0.0   53.4 1002.0 1004.8   19.6
202608131200   542   11.0    3.2   37.0    4.3   26.9    2.3   30.0  -99.9    0.0    0.0    0.0    0.0   57.6 1000.3 1005.0   20.7
202608131200   543   95.6    1.2   67.8    2.2  199.2    1.1   29.5  -99.9    0.0    0.0    0.0    0.0   56.3 1001.1 1004.0   19.9
202608131200   544   95.0    4.6   93.9    5.6   82.6    4.0  -99.2  -99.9    0.0    0.0    0.0    0.0   51.2 1002.2  -99.9  -99.9
202608131200   545   59.0    0.2  154.0    0.8   39.1    0.5   31.2  -99.9    0.0    0.0    0.0    0.0   51.8 1003.9 1004.6   20.1
202608131200   546   81.9    2.4   67.5    3.3   77.0    2.3   28.6  -99.9    0.0    0.0    0.0    0.0   59.2  989.4 1003.1   19.9
202608131200   547  292.0    1.3  317.0    1.9  310.2    1.6   27.6  -99.9    0.0    0.0    0.0    0.0   65.0  992.3 1004.5   20.4
202608131200   548   22.0    0.5   13.0    1.3  351.6    1.0   27.9  -99.9    0.0    0.0    0.0    0.0   66.1  991.5 1004.8   21.0
202608131200   549  341.0    3.7   12.0    5.2  336.3    2.5   29.7  -99.9    0.0    0.0    0.0    0.0   57.2  995.2 1004.5   20.3
202608131200   550   75.8    1.6   83.6    2.0   45.4    2.5   28.8  -99.9    0.0    0.0    0.0    0.0   57.6  998.8 1002.7   19.6
