#START7777
#--------------------------------------------------------------------------------------------------
# STN_ID : 지점번호
#    LON : 경도(degree) / LAT : 위도(degree)
# STN_SP : 지점 특성코드
#          - 첫째자리 : 0(목측), 5(목측+레이저(L)), 6(레이저적설계(L))
#          - 둘째자리 : 0(기상관서), 1(외부)
#     HT : 노장 해발고도 (m)
# STN_CD : 지점코드
# STN_KO : 지점명(한글)
# STN_AD : 관리관서번호
# FCT_ID : 예보구역코드
# LAW_ID : 법정동코드
#--------------------------------------------------------------------------------------------------
# STN           LON           LAT STN_SP          HT STN STN_KO               FCT_ID   LAW_ID    
#  ID         degee        degree --------         m  AD -------------------- -------- ----------
  340  127.98047000   37.52823000 618         137.60 105 공근                 11D10402 5173036034
  343  127.10972000   38.02222000 618          84.79 109 연천백의             11B20402 4180032025
  344  127.84728000   36.78757000 618         116.01 131 칠성                 11C10303 4376034031
  345  127.94576000   37.37462000 618         109.15 105 학성                 11D10401 5113010900
  346  128.89722000   37.71199000 618          52.88 105 강릉구정             11D20501 5115033022
  347  127.85685000   37.22755000 618         152.00 105 귀래                 11D10401 5113036022
  348  128.71678000   38.02572000 618           6.10 105 하조대               11D20403 5183033030
  349  127.84308000   37.59997000 618         275.00 101 시동                 11D10302 5172036024
  350  128.49556000   37.99534000 618         607.00 105 조침령               11D10201 5181033025
  376  126.85889000   37.44722000 618          68.00 109 광명노온             11B10103 4121010500
  377  126.89194000   37.39523000 618          28.00 109 안양만안             11B20602 4117110300
  378  127.36278000   36.30361000 618          71.19 133 정림                 11C20401 3017010400
  379  127.54629700   35.54046100 618         292.00 146 번암                 11F10301 5274032028
  400  127.08162000   37.49820000 618          12.66 109 강남                 11B10101 1168011400
  401  127.02601000   37.48462000 618          33.05 109 서초                 11B10100 1165010800
  402  127.14498000   37.55556000 618          55.29 109 강동                 11B10101 1174010200
  403  127.12538000   37.47426000 618          54.05 109 송파                 11B10101 1171010900
  404  126.82953000   37.57390000 618           9.30 109 강서                 11B10101 1150010300
  405  126.87937000   37.52823000 618          22.75 109 양천                 11B10101 1147010200
  406  127.03042000   37.66557000 618          56.65 109 도봉                 11B10101 1132010600
  407  127.09192000   37.62186000 618          25.30 109 노원                 11B10101 1135010300
  408  127.06036000   37.58463000 618          53.96 109 동대문               11B10101 1123010400
  409  127.08682000   37.58551000 618          39.09 109 중랑                 11B10101 1126010100
  410  126.91809000   37.49371000 618          33.80 109 기상청               11B10100 1159010900
  411  126.92915000   37.55165000 618         100.67 109 마포                 11B10101 1144012300
  412  126.94078000   37.57047000 618         103.08 109 서대문               11B10101 1141011400
  413  127.08524000   37.53660000 618          28.00 109 광진                 11B10101 1121510500
  414  126.99981000   37.61134000 618         128.62 109 성북                 11B10101 1129013300
  415  126.97629000   37.51955000 618          31.73 109 용산                 11B10101 1117012900
  416  126.94338000   37.64639000 618          57.92 109 은평                 11B10100 1138011400
  417  126.90016000   37.46551000 618          45.00 109 금천                 11B10101 1154510200
  421  127.03885000   37.54721000 618          34.73 109 성동                 11B10101 1120011400
  423  126.82629000   37.49328000 618          56.08 109 구로                 11B10101 1153011000
  424  127.02576000   37.63972000 618          57.29 109 강북                 11B10101 1130510300
  541  127.14930000   37.65280000 618          28.00 109 남양주               11B20502 4136025922
  542  127.38017000   37.68414000 618          41.96 109 청평                 11B20404 4182032524
  543  126.54958000   37.49900000 618          25.79 112 영종도               11B20201 2815510200
  544  126.65440000   37.18565000 618          10.96 109 전곡항               11B20604 4159133021
  545  126.83848000   37.28103000 618           5.92 109 안산                 11B20203 4127110300
  546  127.25920000   37.43529000 618         122.61 109 경기광주             11B20702 4161010300
  547  127.75488000   37.41593000 618         108.62 109 양동                 11B20503 4183038021
  548  127.63956000   37.26883000 618         118.56 109 여주                 11B20703 4167011500
  549  127.22178000   37.27011000 618          83.00 109 용인                 11B20612 4146125023
  550  127.05271000   37.16930000 618          34.89 109 오산                 11B20603 4137010700
  551  127.11237000   36.99223000 618          36.49 109 평택                 11B20606 4122011700
  552  127.38937000   38.23153000 618         229.50 101 김화                 11D10101 5178025328
  553  128.41794000   38.45697000 618           8.47 105 죽정                 11D20402 5182031024
  554  128.43713000   38.21439000 618         771.81 105 미시령               11D20100 5182033033
  555  127.69062000   38.08371000 618         109.21 101 화천                 11D10102 5179032028
  556  127.98527000   38.09799000 618         187.57 101 양구                 11D10202 5180025032
  557  128.31388000   37.95370000 618         292.00 105 기린                 11D20100 5181033021
  558  127.70066000   37.68614000 618          94.64 101 팔봉                 11D10302 5172037023
  559  128.39728000   37.77805000 618         574.76 105 내면                 11D10302 5172039021
  560  128.56447000   37.64794000 618         540.54 105 진부                 11D20200 5176036000
  561  128.15275000   37.58219000 618         221.38 105 청일                 11D10402 5173035024
  563  128.68280000   37.46356000 618         362.87 105 북평                 11D10502 5177034021
  565  126.77840000   37.39160000 618           7.00 109 시흥                 11B20202 4139013000
  566  128.81924000   37.85155000 618           6.53 105 연곡                 11D20501 5115037024
  567  126.93176000   37.95332000 618          71.25 109 적성                 11B20305 4148037024
  568  127.31345000   37.95867000 618         162.00 109 일동                 11B20403 4165037023
  569  127.15690000   37.58230000 618          24.00 109 구리                 11B20501 4131010700
  570  126.64233000   37.62320000 618          33.72 112 금곡                 11B20200 2829010700
  571  126.82094000   37.19525000 618          45.39 109 화성                 11B20604 4159125622
  572  127.12476000   37.42093000 618          28.65 109 성남                 11B20605 4113310600
  573  127.71352000   37.55821000 618         120.49 109 청운                 11B20500 4183037021
  574  127.58711000   37.36940000 618          36.85 109 대신                 11B20703 4167035038
  575  127.18766000   37.10580000 618          51.18 109 용인이동             11B20600 4146125622
  576  127.36632000   37.12966000 618         111.46 109 백암                 11B20612 4146135029
  577  126.33659000   37.53347000 618           9.00 112 장봉도               11B20201 2872031024
  578  126.26628000   36.30120000 618           8.09 133 호도                 11C20201 4418032029
  579  128.91330000   37.36684000 618         607.24 105 하장                 11D20300 5123032025
  580  129.02888000   37.61345000 618          58.41 105 옥계                 11D20501 5115035021
  581  128.77441000   37.11663000 618         422.10 105 상동                 11D10500 5175025321
  582  128.07993000   37.23146000 618         328.01 105 신림                 11D10400 5113039000
  583  128.15510000   37.46463000 618         534.72 105 안흥                 11D10402 5173032026
  585  128.07420000   37.95996000 618         235.78 105 신남                 11D10201 5181031022
  586  127.87694000   38.03209000 618         225.91 101 북산                 11D10301 5111038024
  587  127.95329000   38.22642000 618         276.94 101 방산                 11D10202 5180033026
  588  127.64289000   37.79066000 618          83.37 101 남산                 11D10300 5111040026
  589  126.79026000   37.70236000 618          59.07 109 고양고봉             11B20302 4128511300
  590  127.00240000   37.44040000 618          44.35 109 과천                 11B10102 4129010500
  676  127.42970000   36.99060000 618         161.00 131 위성센터             11C10102 4375037027
  677  129.02130000   37.51728000 618         120.04 105 달방댐               11D20300 5117013400
  678  128.77862000   37.72484000 618         455.97 105 강릉성산             11D20501 5115031027
  679  128.77297000   37.61045000 618         686.60 105 강릉왕산             11D20501 5115032026
  680  127.84468000   38.21277000 618         230.65 101 평화                 11D10102 5179025027
  681  127.79064000   38.05120000 618         200.50 101 간동                 11D10102 5179031021
  682  127.86251000   38.28317000 618        1062.00 101 임남                 11D10101 5178037024
  687  127.25279900   35.12620200 618          62.20 156 석곡                 11F20602 1272033030
  688  126.93914000   35.26878000 618          31.02 156 봉산                 11F20504 1271031029
  689  126.89853000   35.10082000 618          73.11 156 광주남구             11F20501 1227010700
  690  127.13921000   35.33624000 618          98.47 146 풍산                 11F10403 5277033021
  691  126.95652000   36.38617000 618          23.83 133 정산                 11C20502 4479033034
  692  126.92450000   38.04040000 618          33.24 109 백학                 11B20402 4180033021
  694  126.60936000   36.70435000 618         674.90 177 원효봉               11C20300 4481036029
  695  127.43197000   38.11619000 618        1050.39 101 광덕산               11D10102 5179034022
  696  129.08614000   37.34661000 618          82.78 105 신기                 11D20602 5123036021
  697  125.91829000   34.25058000 618           5.89 165 서거차도             21F20201 1286036023
  698  126.28509000   35.09385000 618          25.17 165 해제                 21F20804 1281036032
  699  126.46108000   34.98378000 618          37.85 165 무안                 21F20804 1281025024
  700  125.96820000   36.12508000 618          58.68 146 어청도               21F10501 5213039023
  701  127.66836000   36.00168000 618         212.00 146 무주                 11F10302 5273025022
  702  126.99252000   35.93807000 618          11.00 146 익산                 11F10202 5214012400
  823  128.55577000   36.24934000 618          81.56 143 군위                 11H10707 2772025027
  824  128.50010000   36.09561000 618         114.71 143 가산                 11H10700 4785033044
  825  128.38350000   36.03680000 618          29.43 143 칠곡                 11H10705 4785036029
  826  128.79230000   36.04410000 618         126.24 143 신녕                 11H10700 4723032027
  827  128.74280000   35.82420000 618          63.00 143 경산                 11H10703 4729011700
  828  128.42384000   35.69018000 618          24.93 143 달성                 11H10701 2771026526
  829  129.31815000   35.71214000 618          72.92 138 외동                 11H10200 4713025921
  830  129.19943000   36.06831960 618          45.00 143 기계                 11H10200 4711334021
  831  128.99760000   37.04010000 618         674.00 136 석포                 11H10800 4792039022
  832  128.42855000   36.39066000 618          67.00 143 단북                 11H10502 4773042029
  833  128.04189000   36.53829000 618         174.74 143 은척                 11H10300 4725044024
  834  127.94420000   36.44122000 618         284.66 143 화서                 11H10302 4725041023
  835  128.71601000   36.89316000 618         185.00 143 봉화읍               11H10400 4792025026
  836  128.89601000   36.27943000 618         316.40 143 현서                 11H10503 4775034043
  837  128.64290000   36.82680000 618         187.18 136 이산                 11H10401 4721031021
  838  128.27046000   36.79066000 618         451.67 136 동로                 11H10300 4728035028
  839  128.89544000   36.45834000 618         129.33 136 길안                 11H10500 4717039021
  840  128.81440000   35.91260000 618          71.00 143 하양                 11H10703 4729025021
  841  128.91106000   36.08494000 618         138.88 143 화북                 11H10700 4723034032
  842  129.01100000   35.75760000 618         170.66 138 산내                 11H10202 4713034023
  843  129.25013000   36.93611000 618         219.97 136 금강송               11H10800 4793039021
  844  129.35859000   36.43551000 618          22.38 138 영덕읍               11H10100 4777025021
  845  128.59069580   35.90840010 618          28.05 143 대구북구             11H10700 2723011500
  846  128.53095000   35.86509000 618          76.37 143 대구서구             11H10700 2717010500
  847  128.46637000   36.27623000 618          70.41 143 소보                 11H10707 2772031024
  848  128.89530000   35.67910000 618         104.00 143 청도금천             11H10700 4782036000
  849  128.38710000   36.54689000 618          85.04 136 지보                 11H10303 4790040021
  850  129.49060000   35.78460000 618           2.70 138 감포                 11H10202 4713025024
  851  129.35206000   37.05137000 618          79.82 136 소곡                 11H10100 4793031028
  852  129.42575000   37.06063000 618          40.95 143 죽변                 11H10100 4793037021
  853  128.62129000   36.01827000 618         568.37 143 팔공산               11H10700 4785032035
  854  129.13357000   35.49528000 618         166.92 152 삼동                 11H20101 3171040027
  855  126.26833250   33.17331694 618           3.50 184 가파도               11G00400 5013025026
  856  127.59815000   35.10180000 618         514.84 156 광양백운산           11F20402 1219032024
  857  126.71730000   34.30000000 618           4.40 165 완도읍               11F20300 1285025027
  858  126.17006000   34.42956000 618          34.67 165 지산                 21F20204 1286035021
  859  129.36873000   35.75490000 618         475.00 143 토함산               11H10200 4713031034
  860  128.61903000   35.88515000 618          64.08 143 신암                 11H10701 2714010100
  861  126.77300000   33.55560000 618          21.00 184 제주김녕             11G00100 5011025634
  862  126.77919000   33.47056000 618         196.63 184 송당                 11G00900 5011025625
  863  126.43165000   33.47688000 618          52.65 184 외도                 11G00200 5011012300
  864  127.15497000   35.82149000 618          54.51 146 완산                 11F10201 5211112100
  865  126.52202000   33.45766000 618         233.90 184 오등                 11G00901 5011013400
  867  126.53049000   33.37694000 618        1503.33 184 삼각봉               11G00300 5011012000
  868  126.49802000   33.37598000 618        1397.53 184 사제비               11G00300 5011025321
  869  126.49640000   33.34832000 618        1260.20 184 영실                 11G00300 5013011800
  872  127.75629000   35.31913000 618         864.70 155 지리산               11H20700 4886036021
  874  127.21967000   38.14162000 618         168.00 101 동송                 11D10100 5178025925
  875  128.45992000   38.12130000 618        1603.12 105 설악산               11D20100 5181032024
  876  129.16214000   37.45003000 618          57.07 105 삼척                 11D20602 5123010600
  877  127.80486000   37.31339000 618          59.23 105 문막                 11D10401 5113025024
  878  129.09609000   37.22379000 618         817.04 105 도계                 11D20300 5123025032
  881  126.52885000   35.72945000 618          10.49 146 새만금               21F10602 5280036026
  882  126.60526000   35.25255000 618         120.67 156 상무대               11F20502 1284034024
  883  126.35989000   33.36233000 618         435.00 184 새별오름             11G00901 5011025339
  885  126.67846000   33.33143000 618         244.29 184 한남                 11G01000 5013025323
  886  126.59117000   35.95048000 618           5.79 146 군산산단             21F10501 5213015200
  888  127.49074000   36.46267000 618          96.80 131 청남대               11C10301 4311135032
  889  126.97652000   37.50036000 618          16.23 109 현충원               11B10101 1159010700
  890  126.73362000   33.38535000 618         275.20 184 제주가시리           11G01001 5013032024
  892  126.85127200   33.45010800 618         126.70 184 성산수산             11G00100 5013025925
  893  126.32742000   33.46591000 618           5.20 184 애월                 11G00200 5011025334
  896  126.93534000   37.36148000 618          84.71 109 군포금정             11B20610 4141010500
  897  126.96799000   37.33753000 618          93.08 109 의왕이동             11B20609 4143010200
  900  129.14330000   35.62020000 618         123.00 152 두서                 11H20101 3171037022
  901  129.43560000   35.48650000 618          83.00 152 울기                 11H20100 3117010100
  902  127.81897000   35.24229000 618         137.13 155 시천                 11H20703 4886036027
  903  128.51486000   35.40387000 618          13.70 152 도천                 11H20600 4874040027
  904  128.97505000   35.16944000 618           0.73 159 사상                 11H20200 2653010100
  905  129.04290000   35.44140000 618          84.01 152 양산상북             11H20102 4833033000
  906  127.64280000   35.23220000 618          91.00 155 화개                 11H20702 4885031000
  907  128.05971000   34.92895000 618          27.00 155 삼천포               11H20402 4824011700
  908  128.75370000   35.11220000 618          10.00 155 진해                 11H20301 4812914800
  909  128.73825000   34.78774000 618         109.74 159 서이말               11H20403 4831031024
  910  129.07421000   35.06609000 618         138.96 159 영도                 11H20201 2620012100
  911  128.57715000   34.64893000 618          69.02 159 매물도               11H20401 4822036028
  912  127.77834000   35.52627000 618         139.40 155 백천                 11H20501 4887025027
  913  127.98155000   34.72380000 618          19.65 159 상주면               11H20405 4884032022
  914  127.73220000   35.63760000 618         352.12 155 서하                 11H20501 4887037025
  915  128.10282000   35.41419000 618          86.90 152 삼가                 11H20503 4889043028
  916  127.96696000   35.31111000 618          55.00 155 단성                 11H20703 4886037022
  917  128.06768000   35.03695000 618          23.51 155 사천                 11H20402 4824033026
  918  128.33090000   34.99050000 618          11.00 159 고성                 11H20404 4882025032
  919  128.47588000   35.55217000 618          24.30 152 창녕                 11H20604 4874036025
  920  128.39920000   35.29630000 618          10.00 155 함안                 11H20603 4873025031
  921  128.83141000   34.99308000 618          75.63 159 가덕도               11H20201 2644012200
  922  128.92941000   35.48643000 618          19.00 152 단장                 11H20600 4827035031
  923  129.25110000   35.27500000 618          65.00 159 기장                 11H20200 2671031022
  924  129.36028000   35.35866000 618          22.23 152 간절곶               11H20101 3171031025
  925  128.82299000   35.37435000 618           8.68 159 생림                 11H20304 4825035025
  926  128.47483000   35.12624000 618          13.33 155 진북                 11H20301 4812533029
  927  128.88365000   35.58197000 618         126.74 152 송백                 11H20601 4827034021
 9522  129.00823000   37.10053000 619         585.74 105 장성동               11D20301 5119010200
 9600  128.21302000   38.13684000 619         313.83 105 칠성고개             11D20100 5181032022
 9601  128.21060000   37.81174000 619         575.76 101 행치령               11D10302 5172034028
 9602  129.07654000   37.41628000 619          78.00 105 삼척미로             11D20300 5123034033
 9603  127.72503000   38.00919000 619         256.49 101 부다리고개           11D10301 5111036028
 9604  128.11974000   37.25240000 619         506.12 105 신림터널             11D10401 5113039026
 9605  128.77706000   37.63102000 619         579.03 105 닭목재               11D20200 5115032023
 9606  128.47951000   37.30799000 619         441.95 105 밤재터널             11D10503 5176031022
 9607  127.69109000   37.60713000 619         264.11 101 백양치터널           11D10302 5172037024
 9608  128.19236000   37.81724000 619         651.98 101 아홉싸리재           11D10302 5172034028
 9609  128.06204000   37.66439000 619         346.55 101 화방고개             11D10302 5172035230
 9610  128.20064000   37.47581000 619         471.01 105 새목재               11D10402 5173033024
 9611  128.89874000   37.14841000 619        1286.25 105 만항재               11D20300 5177025321
 9612  127.44402000   38.10170000 619         605.75 101 광덕고개             11D10102 5179034022
 9613  127.90126000   38.21197000 619         455.89 101 오천터널             11D10202 5180033023
 9614  128.67129000   37.96631000 619         196.55 105 면옥치               11D20100 5183033031
 9617  129.03973000   37.11729000 619         589.34 105 철암동               11D20301 5119010400
 9619  128.96115000   37.13322000 619         711.53 105 문곡소도             11D20301 5119010700
  627  126.32952000   36.75400000 618          14.94 177 태안                 11C20102 4482525027
  628  126.81990000   36.73925000 618          29.22 133 예산                 11C20303 4481039021
  629  127.20047000   36.69076000 618          84.56 133 세종전의             11C20404 3611037021
  630  127.79968000   37.04566000 618         109.14 131 노은                 11C10100 4313036028
  631  126.61535000   37.34775000 618           9.74 112 송도                 11B20201 2818510600
  632  126.94722000   36.54056000 618          57.67 133 유구                 11C20402 4415025038
  633  127.09383000   36.55114000 618          75.76 133 정안                 11C20402 4415037024
  634  126.86540000   36.84580000 618          27.50 133 아산                 11C20302 4420038027
  635  126.86024000   36.13190000 618          10.73 133 양화                 11C20500 4476040000
  636  127.24065000   36.31318000 618         131.99 133 계룡                 11C20403 4425033021
  637  126.82381000   36.87895000 618           9.00 177 신평                 11C20100 4427038033
  638  128.49361000   37.07778000 618         243.00 131 영춘                 11C10202 4380033022
  639  128.14564000   36.90433000 618         282.85 131 덕산                 11C10201 4315034021
  640  127.86167000   36.67106000 618         221.34 131 청천                 11C10300 4376036047
  641  127.52388000   36.54610000 618          79.12 131 가덕                 11C10301 4311133025
  642  127.39592000   36.29127000 618         167.00 133 오월드               11C20401 3014011800
  643  127.49378000   36.34019000 618          91.34 133 세천                 11C20400 3011012800
  644  127.09010000   36.13660000 618          24.10 133 연무                 11C20600 4423025331
  645  126.51099000   36.57887000 618          16.90 177 서부                 11C20100 4480037000
  646  126.52845000   36.17406000 618           7.74 133 춘장대               11C20202 4477041024
  647  127.68507000   36.12474000 618         118.40 131 가곡                 11C10402 4374039022
  648  127.43821000   36.41347000 618          99.90 133 장동                 11C20401 3023011800
  649  126.75072000   37.47223000 618          25.91 112 부평                 11B20201 2823710900
  650  127.27141000   38.25091000 618         187.00 101 양지                 11D10101 5178025928
  651  127.20570000   38.27717000 618         216.03 101 외촌                 11D10101 5178025025
  652  127.07267000   37.98998000 618          38.29 109 연천청산             11B20402 4180032021
  654  126.30761000   37.25404000 618          10.46 112 자월도               11B20200 2872037021
  656  126.19333000   37.68722000 618          49.20 112 볼음도               11B20100 2871042024
  657  126.50169000   36.32447000 618          24.00 133 대천항               11C20200 4418011000
  658  126.12143000   36.76830000 618          10.00 177 만리포               11C20100 4482534027
  659  127.20570000   36.34300000 618         831.70 133 계룡산               11C20403 4425033023
  660  128.37762000   37.56197000 618         533.47 105 면온                 11D10503 5176034025
  661  128.40245000   38.54385000 618           5.50 105 현내                 11D20402 5182031029
  662  126.29695000   37.17064000 618          10.19 112 승봉도               11B20201 2872037023
  663  125.78691000   36.92863000 618          62.53 112 목덕도               11B20201 2872035026
  664  126.45838000   37.22468000 618          17.72 109 영흥도               11B20201 2872036000
  665  126.42521000   37.39043000 618          28.32 112 무의도               11B20201 2815510800
  669  126.07583000   36.22920000 618          17.86 133 외연도               11C20201 4418032030
  670  128.62954000   38.08874000 618           7.00 105 양양                 11D20403 5183025027
  671  128.57608000   38.19220000 618           4.00 105 속초조양             11D20401 5121010800
  672  126.48836000   35.44236000 618          16.12 146 상하                 21F10600 5279035021
  673  128.71750000   35.28223000 618          20.64 159 진영                 11H20304 4825025021
  674  128.82141000   37.21963000 618         822.28 105 사북                 11D10502 5177025622
  675  127.52769000   37.78978000 618          52.21 101 남이섬               11D10301 5111040030
  792  126.81839000   33.36302000 618          89.00 184 표선                 11G00100 5013032022
  793  126.22626000   33.24101000 618           2.64 184 대정                 11G00500 5013025025
  708  126.74524000   35.12886000 618          29.91 156 광산                 11F20501 1233015100
  709  127.46180000   35.19740000 618          30.00 156 구례                 11F20601 1273025000
  710  126.74400000   35.02500000 618           5.80 156 나주                 11F20503 1217039022
  711  126.98860000   34.92970000 618          52.21 156 이양                 11F20505 1276034028
  712  127.51927000   34.90351000 618           2.50 156 순천시               11F20603 1215031024
  713  127.58259000   34.97507000 618          14.95 156 광양읍               11F20402 1219025023
  714  126.02868000   34.87909000 618           1.96 165 자은도               21F20803 1287033029
  716  126.03198000   34.63066000 618           2.58 165 하의도               21F20800 1287037025
  717  126.30960000   34.42740000 618          12.00 165 의신                 21F20200 1286033028
  718  126.03646000   34.33303000 618           6.42 165 상조도               21F20201 1286036030
  719  126.39770000   35.80880000 618          11.45 146 선유도               21F10500 5213039028
  720  126.55508000   34.16215000 618          14.93 165 보길도               11F20300 1285038023
  721  127.02825000   34.33904000 618           4.17 165 금일                 11F20300 1285025322
  722  126.92875000   35.13681000 618         110.87 156 조선대               11F20500 1221011800
  723  127.30898000   34.02792000 618           6.70 168 거문도               11F20401 1213036021
  724  126.30138610   33.95770833 618           8.65 184 추자도               11G00800 5011032022
  725  126.95414000   33.52289000 618           9.23 184 우도                 11G00100 5011033021
  726  126.26786000   33.12206000 618          11.58 184 마라도               11G00500 5013025026
  727  126.39293000   33.40986000 618         425.21 184 유수암               11G00901 5011025342
  730  126.76110000   35.27940000 618          43.95 156 장성                 11F20502 1284036022
  731  126.70129000   34.79984000 618          26.41 165 영암                 21F20802 1280025024
  732  127.09220000   34.76200000 618         146.30 168 보성                 11F20404 1275025023
  733  126.89170000   36.04610000 618          49.12 146 함라                 11F10202 5214033025
  734  127.16540000   35.90640000 618          43.00 146 완주                 11F10204 5271025626
  735  127.77305000   35.89424000 618         658.00 146 덕유산               11F10300 5273032030
  736  126.78400000   35.84678000 618           6.00 146 진봉                 21F10502 5221041024
  737  126.87780000   35.80920000 618          51.00 146 김제                 21F10502 5221010700
  738  126.67388000   35.57948000 618          16.00 146 줄포                 21F10602 5280041023
  739  126.54670000   35.52250000 618           9.00 146 심원                 21F10601 5279039026
  741  126.98430000   35.05680000 618          93.91 156 화순                 11F20505 1276025031
  742  126.33064000   34.93889000 618          12.00 165 운남                 21F20800 1281037025
  743  125.94688000   34.77258000 618           8.20 165 비금                 21F20803 1287034026
  744  126.43640000   34.67250000 618           1.00 165 산이                 11F20302 1279041029
  745  126.72554000   34.68504000 618          49.00 165 성전                 11F20303 1278036028
  746  126.51590000   34.38184000 618           8.82 165 땅끝                 11F20302 1279034026
  747  126.85801000   34.18292000 618          24.76 165 청산도               11F20301 1285035021
  748  127.36310000   34.83694000 618           1.60 168 벌교                 11F20404 1275025339
  749  127.12720000   34.53480000 618          24.80 168 도양                 11F20400 1274025324
  750  127.63569000   34.62781000 618           3.00 168 백야                 11F20400 1213033030
  751  126.69387000   33.47934000 618         248.00 184 와산                 11G00900 5011025928
  752  126.30599000   33.30456000 618         188.42 184 서광                 11G01001 5013031027
  753  126.49600000   33.39310000 618         965.20 184 어리목               11G00300 5011013900
  754  126.52640000   35.06020000 618          11.00 156 함평                 21F20101 1282025022
  755  127.08534000   35.15959000 618         187.32 156 백아면               11F20505 1276039500
  756  126.28199000   35.60152000 618           4.22 146 위도                 21F10602 5280042021
  757  127.43600000   35.97440000 618         266.63 146 진안주천             11F10303 5272040024
  758  127.57117000   35.83519000 618         344.90 146 동향                 11F10300 5272033021
  759  127.57826000   35.37162000 618         478.65 146 뱀사골               11F10401 5219046027
  760  126.93270000   35.42739000 618         281.93 146 복흥                 11F10400 5277037031
  761  126.93460000   35.65080000 618          13.53 146 태인                 11F10200 5218039030
  762  127.18695000   35.55169000 618         146.50 146 임실강진             11F10402 5275039021
  763  127.06200000   36.05920000 618          38.00 146 여산                 11F10202 5214039026
  764  127.14143000   35.67359000 618         211.79 146 신덕                 11F10400 5275036022
  765  127.13448000   34.89234000 618         109.90 156 복내                 11F20404 1275035021
  766  127.71496000   34.84946000 618          78.86 168 여수산단             11F20400 1213014600
  767  127.39745000   34.58853000 618           3.72 168 포두                 11F20403 1274035031
  768  127.28900000   35.28900000 618         100.00 156 곡성                 11F20602 1272025022
  769  126.38340000   35.19930000 618           3.25 156 염산                 21F20102 1283036029
  770  126.82001000   34.92863000 618          99.00 156 다도                 11F20500 1217042029
  771  126.14463000   34.72693000 618           3.36 165 안좌                 21F20803 1287040028
  772  126.23964000   34.53208000 618           1.35 165 수유                 21F20201 1286025028
  773  126.63600000   34.70860000 618          99.07 165 학산                 21F20802 1280038022
  774  126.46618000   34.81747000 618          11.17 165 전남도청             21F20800 1281025600
  775  126.63912000   35.17776000 618          39.42 156 월야                 21F20101 1282038024
  776  126.55710000   34.45996000 618          17.00 165 현산                 11F20300 1279033023
  777  126.93462000   34.55633000 618          37.10 165 관산                 11F20300 1277025326
  778  126.82181000   34.79595000 618          94.00 165 유치                 11F20304 1277035030
  779  126.25809000   33.39268000 618          38.79 184 한림                 11G00500 5011025027
  780  126.70438000   33.27718000 618          25.86 184 제주남원             11G00400 5013025321
  781  126.87770000   33.51990000 618          17.18 184 구좌                 11G00100 5011025631
  782  126.61940000   33.38514000 618         760.47 184 성판악               11G00300 5011025929
  783  126.84077000   35.23027000 618          30.59 156 과기원               11F20501 1230014100
  784  126.61260000   34.87710000 618          20.20 165 시종                 21F20802 1280034027
  785  126.67630000   34.46383000 618          13.04 165 북일                 11F20300 1279036023
  786  127.77401000   34.63808000 618          20.27 168 돌산                 11F20400 1213025026
  787  127.31715000   34.50671000 618          10.80 168 도화                 11F20400 1274034027
  788  126.88132000   35.13159000 618          64.98 156 풍암                 11F20500 1224012800
  789  126.29330000   34.87640000 618          12.00 165 압해도               21F20803 1287025325
  790  127.46735000   34.53258000 618         135.19 168 나로도               11F20403 1274045023
  791  127.58376000   35.26621000 618         410.15 156 피아골               11F20601 1273033027
#7777END
